,image_path,source,target,generated_linguistic_metaphor,entailing_literal,contradicting_metaphor,contradicting_literal,literal_description,objects,properties,relations,visual_elaboration
148,imgs/1465_0.jpg,Resources,Ideas,His ideas are raw diamonds needing careful refinement.,His ideas have great potential but require development and polishing to reach their full value.,"His ideas are polished diamonds, flawless and ready for display.",His ideas are already perfect and need no improvement or development.,Valuable but unpolished potential.,"Ideas, Diamonds","Raw, unrefined, valuable, rough",Need for refinement and polishing,"A rough diamond emerging from a human brain, with one side sparkling and polished, the other still raw."
149,imgs/1723_1.jpg,An Activated Machine,Lustful Person,His motor was running hot all night long.,His sexual desire remained intense throughout the night.,His engine remained cold and shut off all night long.,He felt no sexual desire whatsoever during the night.,Unable to sleep due to restlessness or anxiety.,"Person, Motor/Engine","Hot, Running, Continuous",The person's mind/body is compared to an overheating engine,"A person lying in bed with a car engine replacing their head, radiating red heat waves and steam."
150,imgs/980_1.jpg,Warmth,Affection,Her affection radiated like a gentle sunbeam.,She expressed her love and care in a way that made others feel comfortable and appreciated.,Her affection was an arctic frost that froze others at arm's length.,Her coldness created distance and made others feel unwelcome.,Warm and nurturing love that spreads outward.,"Affection, Sunbeam","Gentle, radiating, warm",Affection is compared to sunlight spreading outward,"A woman's smiling face with soft golden rays emanating from her heart, creating a warm glow."
151,imgs/1294_0.jpg,Forces,Emotions,Depression is an inertial force resisting all movement forward.,Depression makes it difficult to progress or make positive changes in life.,"Depression is a propulsive force, launching one forward with accelerating kinetic energy.",Depression energizes and propels one forward with great momentum.,Depression acts as an invisible weight that prevents progress.,"Depression, Force, Movement","Invisible, Heavy, Resistant",Force actively prevents forward motion,"A person trying to walk forward while heavy chains labeled ""depression"" pull them backward."
152,imgs/1514_2.jpg,Locations,States,States are neighborhoods in liberty's city.,States function as distinct but connected communities within the larger framework of freedom.,States are lawless badlands in liberty's graveyard.,States are chaotic zones that undermine the concept of liberty.,Different states coexist within the broader concept of freedom.,"States, City, Neighborhoods","Connected, Distinct yet unified",States as parts of a larger whole (liberty),A city map showing distinct neighborhoods with state flags as street signs and Lady Liberty towering in the center.
153,imgs/48_1.jpg,Getting A Burden,Intoxication,His speech stumbled under the weight of whiskey.,The whiskey made it difficult for him to speak clearly and coherently.,"The whiskey lifted the burden from his tongue, leaving each word crystalline and precise.",The whiskey made his speech more articulate and precise.,"Drunken, slurred speech.","Speech, Whiskey","Heavy, unstable, stumbling",Whiskey weighing down and affecting speech,Words falling like dominoes under a pouring bottle of whiskey.
154,imgs/883_3.jpg,Balance,Emotional Stability,Her emotions maintain a perfect seesaw equilibrium.,She keeps her positive and negative emotions in healthy proportion.,"Her emotions are a seesaw crashed to one extreme, stuck with all weight on a single side.",Her emotions are completely one-sided and unbalanced.,Her emotions are balanced between extremes.,"Emotions, Seesaw","Balanced, Equal, Perfect",Maintaining equilibrium between opposing forces,A woman sits centered on a seesaw with happy and sad emoji faces balanced on each end.
155,imgs/1586_1.jpg,Container,Visual Field,The visual field is a basket catching moving objects.,Our field of vision tracks and captures moving elements in our environment.,"The visual field is a glass case displaying only frozen statues, where anything in motion slips through unseen.",Our vision can only process static objects and is blind to movement.,Vision collects and contains visual information like a container.,"Visual field, basket, moving objects","Container-like, catching, collecting",Visual field acts as a receptacle for visual stimuli,A woven basket with eyes on its surface catching colorful floating objects in mid-air.
156,imgs/1466_3.jpg,Resources,Ideas,The team's creativity flows like an endless river of resources.,The team consistently generates new ideas without apparent limitation.,"The team's creativity is a shallow well that runs dry after just a few drops, barely yielding even the most basic ideas.",The team struggles to produce even basic ideas and quickly runs out of creativity.,Continuous and abundant creative output.,"Team's creativity, River","Flowing, Endless, Abundant",Creativity is compared to a flowing river's movement and abundance,A group of people sitting around a desk with a flowing river of colorful ideas streaming from their heads.
157,imgs/976_3.jpg,Up,Euphoric States,Her euphoria ascended like a morning sun.,"Her happiness gradually increased to a bright, powerful state.",Her euphoria sank beneath the horizon like a sun extinguished by dusk.,Her euphoria set like a dying day.,Rising happiness and radiant joy.,"Euphoria, Sun","Rising, Bright, Radiant, Gradual","Upward movement, Growing intensity",A woman's smiling face transforming into a bright rising sun with radiating golden beams.
158,imgs/431_3.jpg,Having A Harmful Possession,Harm,His addiction was a rusty anchor dragging him to the depths.,His addiction was causing him severe harm and pulling him deeper into a destructive and dangerous state.,His addiction was a pair of luminous wings carrying him freely toward the heights.,His addiction was a source of liberation lifting him to new heights.,Destructive force pulling someone down.,"Person, Anchor","Rusty, Heavy, Dragging",Anchor pulling person downward into water,"A person struggling underwater with a rusty anchor chained to their ankle, sinking deeper into dark waters."
